Año,Identificador de la Orden,Rama de la Entidad,Sector de la Entidad,Entidad,Solicitante,Fecha,Proveedor,Estado,Solicitud,Items,Total,Agregacion,Ciudad,Entidad Obigada,EsPostconflicto,NIT Proveedor,Actividad Economica Proveedor,ID Entidad,NIT PROV NORM,FECHA NORM,URL COMPRA,,,,,,,,,Orden de Compra,Item
"2021,73879,Ejecutiva,Función Pública,ALCALDIA MANIZALES,Diana Constanza Mejia Grand,08/06/2021 00:00,PANORAMMA DISENO DE SOLUCIONES SAS,Emitida,131204,Ver Conjunto detalle,""140,073.00"",Emergencia COVID19,Manizales,No obligada,No Definido,900671732,1811,706,900671732,06/08/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/73879,,,,,,,,,,"
"2020,50235,Ejecutiva,Cultura,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA,Sebastian Marin Loaiza,06/10/2020 00:00,INDUHOTEL SAS,Emitida,87346,Ver Conjunto detalle,""287,200.00"",Emergencia COVID19,Bogotá,Obligada,No Definido,900300970,5511,78,900300970,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50235,,,,,,,,,,"
"2020,50227,Ejecutiva,Justicia y del Derecho,ANDJE,Natalia Marroquin Galvis,06/10/2020 00:00,COLCREATIVA SAS,Cerrada,87287,Ver Conjunto detalle,""1,068,750.00"",Emergencia COVID19,Bogotá,Obligada,No Definido,9002363200,4290,340,900236320,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50227,,,,,,,,,,"
"2020,50228,Ejecutiva,Justicia y del Derecho,ANDJE,Natalia Marroquin Galvis,06/10/2020 00:00,DIGILED TECHNOLOGY SAS,Cerrada,87394,Ver Conjunto detalle,""1,032,000.00"",Emergencia COVID19,Bogotá,Obligada,No Definido,901104771,4669,340,901104771,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50228,,,,,,,,,,"
"2020,50243,Ejecutiva,Interior,CORPORACION NACIONAL PARA  LA RECONSTRUCCION DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDAÑAS NASA KIE,Lesly Sahur Garzon Daza,06/10/2020 00:00,DIGILED TECHNOLOGY SAS,Emitida,87531,Ver Conjunto detalle,""715,000.00"",Emergencia COVID19,POPAYAN,No obligada,No Definido,901104771,4669,2164,901104771,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50243,,,,,,,,,,"
"2020,50244,Ejecutiva,Interior,CORPORACION NACIONAL PARA  LA RECONSTRUCCION DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDAÑAS NASA KIE,Lesly Sahur Garzon Daza,06/10/2020 00:00,Fabian Perez,Emitida,87533,Ver Conjunto detalle,""763,130.00"",Emergencia COVID19,POPAYAN,No obligada,No Definido,80736955,4645,2164,80736955,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50244,,,,,,,,,,"
"2020,50245,Ejecutiva,Interior,CORPORACION NACIONAL PARA  LA RECONSTRUCCION DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDAÑAS NASA KIE,Lesly Sahur Garzon Daza,06/10/2020 00:00,JM GRUPO EMPRESARIAL SAS,Emitida,87535,Ver Conjunto detalle,""132,000.00"",Emergencia COVID19,POPAYAN,No obligada,No Definido,900353659,8230,2164,900353659,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50245,,,,,,,,,,"
"2020,50246,Ejecutiva,Interior,CORPORACION NACIONAL PARA  LA RECONSTRUCCION DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDAÑAS NASA KIE,Lesly Sahur Garzon Daza,06/10/2020 00:00,Ofibest SAS,Emitida,87537,Ver Conjunto detalle,""895,500.00"",Emergencia COVID19,POPAYAN,No obligada,No Definido,9003501337,4761,2164,900350133,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50246,,,,,,,,,,"
"2020,50247,Ejecutiva,Interior,CORPORACION NACIONAL PARA  LA RECONSTRUCCION DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDAÑAS NASA KIE,Lesly Sahur Garzon Daza,06/10/2020 00:00,PAPER BOX SP SAS,Emitida,87539,Ver Conjunto detalle,""524,832.00"",Emergencia COVID19,POPAYAN,No obligada,No Definido,900791672,4669,2164,900791672,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50247,,,,,,,,,,"
"2020,50248,Ejecutiva,Interior,CORPORACION NACIONAL PARA  LA RECONSTRUCCION DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDAÑAS NASA KIE,Lesly Sahur Garzon Daza,06/10/2020 00:00,Fabian Perez,Emitida,87543,Ver Conjunto detalle,""5,759,500.00"",Emergencia COVID19,POPAYAN,No obligada,No Definido,80736955,4645,2164,80736955,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50248,,,,,,,,,,"
"2020,50249,Ejecutiva,Interior,CORPORACION NACIONAL PARA  LA RECONSTRUCCION DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDAÑAS NASA KIE,Lesly Sahur Garzon Daza,06/10/2020 00:00,JM GRUPO EMPRESARIAL SAS,Emitida,87545,Ver Conjunto detalle,""500,000.00"",Emergencia COVID19,POPAYAN,No obligada,No Definido,900353659,8230,2164,900353659,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50249,,,,,,,,,,"
"2020,50250,Ejecutiva,Interior,CORPORACION NACIONAL PARA  LA RECONSTRUCCION DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDAÑAS NASA KIE,Lesly Sahur Garzon Daza,06/10/2020 00:00,PLASTICOS FENIX SAS,Emitida,87547,Ver Conjunto detalle,""365,000.00"",Emergencia COVID19,POPAYAN,No obligada,No Definido,8903076821,3240,2164,890307682,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50250,,,,,,,,,,"
"2020,50251,Ejecutiva,Interior,CORPORACION NACIONAL PARA  LA RECONSTRUCCION DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDAÑAS NASA KIE,Lesly Sahur Garzon Daza,06/10/2020 00:00,HB INTERNATIONAL CORP SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Emitida,87552,Ver Conjunto detalle,""1,060,000.00"",Emergencia COVID19,POPAYAN,No obligada,No Definido,900257066,4690,2164,900257066,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50251,,,,,,,,,,"
"2020,50252,Organismos autónomo o independientes,Justicia y del Derecho,INPECCOLONIA AGRICOLA DE MINIMA SEGURIDAD,Sandra milena DImate Nuñez,06/10/2020 00:00,ELEVACON SAS,Cerrada,87550,Ver Conjunto detalle,""9,600,000.00"",Emergencia COVID19,ACACIAS,Obligada,No Definido,9002928557,4663,1210,900292855,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50252,,,,,,,,,,"
"2020,50253,Ejecutiva,Educación Nacional,SENA  Centro de Formación de Talento Humano en Salud,Ginna Ivonne Silva Rodriguez,06/10/2020 00:00,Almacenes Éxito SA,Emitida,86677,Ver Conjunto detalle,""39,292,000.00"",Emergencia COVID19,Bogotá D.C.,No obligada,No Definido,890900608,4711,1596,890900608,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50253,,,,,,,,,,"
"2020,50268,Organismos autónomo o independientes,Trabajo,Bogotá  Administradora Colombiana de Pensiones,Maria Alejandra Martinez Carrillo,06/10/2020 00:00,HB INTERNATIONAL CORP SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Emitida,87489,Ver Conjunto detalle,""35,000,000.00"",Emergencia COVID19,Bogotá D.C,No obligada,No Definido,900257066,4690,2025,900257066,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50268,,,,,,,,,,"
"2020,50269,Ejecutiva,Salud y Protección Social,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR REGIONAL TOLIMA,Carlos Orlando Rodriguez Godoy,06/10/2020 00:00,HB INTERNATIONAL CORP SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Emitida,87405,Ver Conjunto detalle,""5,140,000.00"",Emergencia COVID19,IBAGUE,Obligada,No Definido,900257066,4690,1174,900257066,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50269,,,,,,,,,,"
"2020,50271,Ejecutiva,Defensa Nacional,DIRECCION DE PROTECCION Y SERVICIOS ESPECIALES,Carolina Rios Rivera,06/10/2020 00:00,FUNDACION TEJIDO SOCIAL ORG,Emitida,87619,Ver Conjunto detalle,""313,812,000.00"",Emergencia COVID19,Bogotá,Obligada,No Definido,900442577,9499-5621-9319-8890,681,900442577,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50271,,,,,,,,,,"
"2020,50276,Ejecutiva,Hacienda y Crédito Público,UAE  CONTADURIA GENERAL DE LA NACION,Martin Agusto Duran Cespedes,06/10/2020 00:00,FUNDACION TEJIDO SOCIAL ORG,Emitida,87609,Ver Conjunto detalle,""9,325,000.00"",Emergencia COVID19,BOGOTÁ,Obligada,No Definido,900442577,9499-5621-9319-8890,19,900442577,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50276,,,,,,,,,,"
"2020,50278,Judicial,Justicia y del Derecho,DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL DE SINCELEJO  SUCRE,Lina María Meriño de la Rosa,06/10/2020 00:00,HB INTERNATIONAL CORP SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Emitida,87617,Ver Conjunto detalle,""9,148,936.00"",Emergencia COVID19,Sincelejo,Obligada,No Definido,900257066,4690,1117,900257066,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50278,,,,,,,,,,"
"2020,50267,Ejecutiva,Hacienda y Crédito Público,FONDO ADAPTACION,Diana Patricia Bernal Pinzon,06/10/2020 00:00,SumimasSAS,Cerrada,87595,Ver Conjunto detalle,""2,050,001.00"",Emergencia COVID19,Bogota,Obligada,No Definido,830001338,4649,218,830001338,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50267,,,,,,,,,,"
"2020,50288,Organismos autónomo o independientes,No Aplica,CUNDINAMARCA  MUNICIPIO DE VILLAPINZON,Nelson Javier Torres Romero,06/10/2020 00:00,CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO,Emitida,87525,Ver Conjunto detalle,""63,665,600.00"",Emergencia COVID19,Villapinzon,No obligada,No Definido,860007336,4711,1280,860007336,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50288,,,,,,,,,,"
"2020,50304,Ejecutiva,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE SANTA ROSA DE VITERBO JYP MUJERES,Nancy Bernal Estupiñan,06/11/2020 00:00,ELEVACON SAS,Emitida,86354,Ver Conjunto detalle,""5,280,000.00"",Emergencia COVID19,SANTA ROSA DE VITERBO,Obligada,No Definido,9002928557,4663,1234,900292855,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50304,,,,,,,,,,"
"2020,50289,Ejecutiva,Defensa Nacional,MESAN,Isidro De Jesus Gonzalez Polo,06/10/2020 00:00,COLCREATIVA SAS,Emitida,87487,Ver Conjunto detalle,""548,469.00"",Emergencia COVID19,Santa Marta,Obligada,No Definido,9002363200,4290,378,900236320,10/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50289,,,,,,,,,,"
"2020,50309,Ejecutiva,Deporte,Ministerio Del Deporte,Fabian Dario Romero Moreno,06/11/2020 00:00,FUNDACION TEJIDO SOCIAL ORG,Emitida,87659,Ver Conjunto detalle,""3,805,000.00"",Emergencia COVID19,BOGOTA,Obligada,No Definido,900442577,9499-5621-9319-8890,10,900442577,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50309,,,,,,,,,,"
"2020,50313,Ejecutiva,Función Pública,GOBERNACION DE SUCRE,Hector Olimpo Espinosa Oliver,06/11/2020 00:00,COLCREATIVA SAS,Emitida,87672,Ver Conjunto detalle,""20,101,006.00"",Emergencia COVID19,SINCELEJO,No obligada,No Definido,9002363200,4290,733,900236320,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50313,,,,,,,,,,"
"2020,50315,Ejecutiva,Defensa Nacional,CALDAS  POLICÍA METROPOLITANA DE MANIZALES,Eliana Marcela Loaiza Garcia,06/11/2020 00:00,TECNOINNSOFT SAS,Emitida,87670,Ver Conjunto detalle,""100,118,964.00"",Emergencia COVID19,MANIZALES,Obligada,No Definido,9009354530,6201,432,900935453,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50315,,,,,,,,,,"
"2020,50316,Ejecutiva,Función Pública,GOBERNACION DE SUCRE,Hector Olimpo Espinosa Oliver,06/11/2020 00:00,Servicios Integrados SAS,Emitida,87681,Ver Conjunto detalle,""2,868,687.00"",Emergencia COVID19,SINCELEJO,No obligada,No Definido,810000481,8129,733,810000481,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50316,,,,,,,,,,"
"2020,50317,Ejecutiva,Educación Nacional,ALCALDIA DE CARTAGENA DE INDIAS,illiam Jorge Dau Charmatt,06/11/2020 00:00,FUNDACION TEJIDO SOCIAL ORG,Emitida,87675,Ver Conjunto detalle,""28,582,473.00"",Emergencia COVID19,CARTAGENA,No obligada,No Definido,900442577,9499-5621-9319-8890,895,900442577,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50317,,,,,,,,,,"
"2020,50320,Ejecutiva,Función Pública,GOBERNACION DE SUCRE,Hector Olimpo Espinosa Oliver,06/11/2020 00:00,HB INTERNATIONAL CORP SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Emitida,87693,Ver Conjunto detalle,""15,656,565.00"",Emergencia COVID19,SINCELEJO,No obligada,No Definido,900257066,4690,733,900257066,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50320,,,,,,,,,,"
"2020,50321,Legislativa,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE FRESNO TOLIMA,Natalia Castro Arellano,06/11/2020 00:00,BON SANTE SAS,Emitida,87656,Ver Conjunto detalle,""87,500.00"",Emergencia COVID19,FRESNO TOLIMA,No obligada,No Definido,901211678,4773,796,901211678,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50321,,,,,,,,,,"
"2020,50322,Legislativa,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE FRESNO TOLIMA,Natalia Castro Arellano,06/11/2020 00:00,PAPER BOX SP SAS,Emitida,87661,Ver Conjunto detalle,""195,648.00"",Emergencia COVID19,FRESNO TOLIMA,No obligada,No Definido,900791672,4669,796,900791672,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50322,,,,,,,,,,"
"2020,50333,Ejecutiva,Transporte,EMPRESA METRO DE BOGOTÁ SA,Vanessa Ivon Alvarez Otero,06/11/2020 00:00,COLCREATIVA SAS,Emitida,87698,Ver Conjunto detalle,""4,829,500.00"",Emergencia COVID19,Bogotá D.C,No obligada,No Definido,9002363200,4290,1163,900236320,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50333,,,,,,,,,,"
"2020,50334,Ejecutiva,Transporte,EMPRESA METRO DE BOGOTÁ SA,Vanessa Ivon Alvarez Otero,06/11/2020 00:00,FUNDACION TEJIDO SOCIAL ORG,Emitida,87700,Ver Conjunto detalle,""15,489,000.00"",Emergencia COVID19,Bogotá D.C,No obligada,No Definido,900442577,9499-5621-9319-8890,1163,900442577,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50334,,,,,,,,,,"
"2020,50335,Ejecutiva,Transporte,EMPRESA METRO DE BOGOTÁ SA,Vanessa Ivon Alvarez Otero,06/11/2020 00:00,PLASTICOS FENIX SAS,Emitida,87702,Ver Conjunto detalle,""1,630,000.00"",Emergencia COVID19,Bogotá D.C,No obligada,No Definido,8903076821,3240,1163,890307682,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50335,,,,,,,,,,"
"2020,50336,Organismos autónomo o independientes,Educación Nacional,SANTANDER  PERSONERIA MUNICIPAL DE PIEDECUESTA,Zaida Matilde Guerrero Peña,06/11/2020 00:00,PMI PROYECTOS MONTAJES E INGENIERIA,Emitida,87736,Ver Conjunto detalle,""2,450,055.00"",Emergencia COVID19,PIEDECUESTA,No obligada,No Definido,900704052,7110,2177,900704052,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50336,,,,,,,,,,"
"2020,50340,Organismos autónomo o independientes,Educación Nacional,SANTANDER  PERSONERIA MUNICIPAL DE PIEDECUESTA,Zaida Matilde Guerrero Peña,06/11/2020 00:00,HB INTERNATIONAL CORP SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Emitida,87755,Ver Conjunto detalle,""340,001.00"",Emergencia COVID19,PIEDECUESTA,No obligada,No Definido,900257066,4690,2177,900257066,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50340,,,,,,,,,,"
"2020,50342,Ejecutiva,Defensa Nacional,BOLIVAR  POLICIA METROPOLITANA DE CARTAGENA DE INDIAS,Maria Jose Redondo Barreto,06/11/2020 00:00,Ofibest SAS,Emitida,87313,Ver Conjunto detalle,""1,491,312.00"",Emergencia COVID19,cartagena,Obligada,No Definido,9003501337,4761,438,900350133,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50342,,,,,,,,,,"
"2020,50343,Ejecutiva,Defensa Nacional,BOLIVAR  POLICIA METROPOLITANA DE CARTAGENA DE INDIAS,Maria Jose Redondo Barreto,06/11/2020 00:00,Tensoactivos SG SAS,Emitida,87316,Ver Conjunto detalle,""31,136,542.00"",Emergencia COVID19,cartagena,Obligada,No Definido,805023817,2030,438,805023817,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50343,,,,,,,,,,"
"2020,50344,Ejecutiva,Defensa Nacional,BOLIVAR  POLICIA METROPOLITANA DE CARTAGENA DE INDIAS,Maria Jose Redondo Barreto,06/11/2020 00:00,Fabian Perez,Emitida,87309,Ver Conjunto detalle,""997,555.00"",Emergencia COVID19,cartagena,Obligada,No Definido,80736955,4645,438,80736955,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50344,,,,,,,,,,"
"2020,50345,Ejecutiva,Defensa Nacional,BOLIVAR  POLICIA METROPOLITANA DE CARTAGENA DE INDIAS,Maria Jose Redondo Barreto,06/11/2020 00:00,Marcela Alexandra Mesa,Emitida,87311,Ver Conjunto detalle,""892,929.00"",Emergencia COVID19,cartagena,Obligada,No Definido,52223268,7020,438,52223268,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50345,,,,,,,,,,"
"2020,50346,Ejecutiva,Defensa Nacional,BOLIVAR  POLICIA METROPOLITANA DE CARTAGENA DE INDIAS,Maria Jose Redondo Barreto,06/11/2020 00:00,ABBAPLAX SAS,Emitida,87177,Ver Conjunto detalle,""4,090,908.00"",Emergencia COVID19,cartagena,Obligada,No Definido,8600621471,4759,438,860062147,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50346,,,,,,,,,,"
"2020,50347,Ejecutiva,Defensa Nacional,BOLIVAR  POLICIA METROPOLITANA DE CARTAGENA DE INDIAS,Maria Jose Redondo Barreto,06/11/2020 00:00,FUNDACION TEJIDO SOCIAL ORG,Emitida,87179,Ver Conjunto detalle,""45,621,215.00"",Emergencia COVID19,cartagena,Obligada,No Definido,900442577,9499-5621-9319-8890,438,900442577,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50347,,,,,,,,,,"
"2020,50348,Ejecutiva,Defensa Nacional,BOLIVAR  POLICIA METROPOLITANA DE CARTAGENA DE INDIAS,Maria Jose Redondo Barreto,06/11/2020 00:00,MAS EMPRESARIAL SM SAS,Emitida,87181,Ver Conjunto detalle,""53,979,797.00"",Emergencia COVID19,cartagena,Obligada,No Definido,900401081,2221,438,900401081,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50348,,,,,,,,,,"
"2020,50349,Ejecutiva,Defensa Nacional,BOLIVAR  POLICIA METROPOLITANA DE CARTAGENA DE INDIAS,Maria Jose Redondo Barreto,06/11/2020 00:00,AESTHETICS  MEDICAL SOLUTIONS SAS,Emitida,87307,Ver Conjunto detalle,""77,721,821.00"",Emergencia COVID19,cartagena,Obligada,No Definido,9005671308,4773,438,900567130,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50349,,,,,,,,,,"
"2020,50350,Organismos autónomo o independientes,Educación Nacional,SANTANDER  PERSONERIA MUNICIPAL DE PIEDECUESTA,Zaida Matilde Guerrero Peña,06/11/2020 00:00,ELEVACON SAS,Emitida,87765,Ver Conjunto detalle,""526,894.00"",Emergencia COVID19,PIEDECUESTA,No obligada,No Definido,9002928557,4663,2177,900292855,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50350,,,,,,,,,,"
"2020,50351,Organismos autónomo o independientes,Educación Nacional,SANTANDER  PERSONERIA MUNICIPAL DE PIEDECUESTA,Zaida Matilde Guerrero Peña,06/11/2020 00:00,FUNDACION TEJIDO SOCIAL ORG,Emitida,87773,Ver Conjunto detalle,""322,722.00"",Emergencia COVID19,PIEDECUESTA,No obligada,No Definido,900442577,9499-5621-9319-8890,2177,900442577,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50351,,,,,,,,,,"
"2020,50352,Organismos autónomo o independientes,Educación Nacional,SANTANDER  PERSONERIA MUNICIPAL DE PIEDECUESTA,Zaida Matilde Guerrero Peña,06/11/2020 00:00,PLASTICOS FENIX SAS,Emitida,87781,Ver Conjunto detalle,""246,981.00"",Emergencia COVID19,PIEDECUESTA,No obligada,No Definido,8903076821,3240,2177,890307682,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50352,,,,,,,,,,"
"2020,50353,Ejecutiva,Educación Nacional,INSTITUTO PARA LA INVESTIGACION EDUCATIVA Y EL DESARROLLO PEDAGOGICO,Natalia Sanchez Martinez,06/11/2020 00:00,COLCREATIVA SAS,Cerrada,87767,Ver Conjunto detalle,""304,979.00"",Emergencia COVID19,Bogotá,No obligada,No Definido,9002363200,4290,134,900236320,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50353,,,,,,,,,,"
"2020,50354,Ejecutiva,Educación Nacional,INSTITUTO PARA LA INVESTIGACION EDUCATIVA Y EL DESARROLLO PEDAGOGICO,Natalia Sanchez Martinez,06/11/2020 00:00,HB INTERNATIONAL CORP SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Cerrada,87769,Ver Conjunto detalle,""715,767.00"",Emergencia COVID19,Bogotá,No obligada,No Definido,900257066,4690,134,900257066,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50354,,,,,,,,,,"
"2020,50355,Ejecutiva,Educación Nacional,INSTITUTO PARA LA INVESTIGACION EDUCATIVA Y EL DESARROLLO PEDAGOGICO,Natalia Sanchez Martinez,06/11/2020 00:00,FUNDACION TEJIDO SOCIAL ORG,Cerrada,87777,Ver Conjunto detalle,""1,467,842.00"",Emergencia COVID19,Bogotá,No obligada,No Definido,900442577,9499-5621-9319-8890,134,900442577,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50355,,,,,,,,,,"
"2020,50356,Ejecutiva,Educación Nacional,INSTITUTO PARA LA INVESTIGACION EDUCATIVA Y EL DESARROLLO PEDAGOGICO,Natalia Sanchez Martinez,06/11/2020 00:00,PLASTICOS FENIX SAS,Emitida,87779,Ver Conjunto detalle,""409,750.00"",Emergencia COVID19,Bogotá,No obligada,No Definido,8903076821,3240,134,890307682,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50356,,,,,,,,,,"
"2020,50357,Organismos autónomo o independientes,Trabajo,Bogotá  Administradora Colombiana de Pensiones,Maria Alejandra Martinez Carrillo,06/11/2020 00:00,COLCREATIVA SAS,Emitida,87647,Ver Conjunto detalle,""156,046,750.00"",Emergencia COVID19,Bogotá D.C,No obligada,No Definido,9002363200,4290,2025,900236320,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50357,,,,,,,,,,"
"2020,50367,Ejecutiva,Defensa Nacional,ESCUELA DE CADETES DE POLICIA GENERAL FRANCISCO DE PAULA SANTANDER,Maria Clara suarez hernandez,06/11/2020 00:00,DIGILED TECHNOLOGY SAS,Emitida,87733,Ver Conjunto detalle,""3,483,000.00"",Emergencia COVID19,BOGOTA,Obligada,No Definido,901104771,4669,1025,901104771,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50367,,,,,,,,,,"
"2020,50368,Ejecutiva,Defensa Nacional,ESCUELA DE CADETES DE POLICIA GENERAL FRANCISCO DE PAULA SANTANDER,Maria Clara suarez hernandez,06/11/2020 00:00,COLCREATIVA SAS,Emitida,87742,Ver Conjunto detalle,""14,647,500.00"",Emergencia COVID19,BOGOTA,Obligada,No Definido,9002363200,4290,1025,900236320,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50368,,,,,,,,,,"
"2020,50369,Ejecutiva,Defensa Nacional,ESCUELA DE CADETES DE POLICIA GENERAL FRANCISCO DE PAULA SANTANDER,Maria Clara suarez hernandez,06/11/2020 00:00,MAS EMPRESARIAL SM SAS,Emitida,87748,Ver Conjunto detalle,""24,750,000.00"",Emergencia COVID19,BOGOTA,Obligada,No Definido,900401081,2221,1025,900401081,11/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50369,,,,,,,,,,"
